CaseStudyID	UKPRN
35823	10007852
35824	10007852
35825	10007852
35826	10007852
35828	10007852
35829	10007852
35830	10007852
35831	10007852
35833	10007852
35834	10007852
35835	10007852
35836	10007852
35837	10007852
35838	10007852
35839	10007852
35840	10007852
35841	10007852
35842	10007852
35843	10007852
35844	10007852
35845	10007852
35846	10007852
35847	10007852
35848	10007852
35849	10007852
35850	10007852
35851	10007852
35852	10007852
35853	10007852
35854	10007852
35855	10007852
35857	10007851
35858	10007851
35859	10007794
35860	10007794
35861	10007794
35862	10007794
35863	10007794
35864	10001726
36084	10004113
36085	10004113
36086	10004113
36087	10004113
36145	10004113
36214	10007793
36220	10004113
36221	10007793
36238	10007802
36239	10007784
36240	10007792
36241	10007802
36242	10007784
36243	10007792
36244	10007802
36245	10007802
36246	10007792
36268	10007784
36300	10007784
36315	10007784
36355	10007802
36381	10007802
36382	10007784
36383	10007802
36384	10007784
36385	10007784
36386	10007802
36387	10007794
36388	10007149
36389	10007784
36390	10007149
36391	10007792
36392	10007149
36393	10007802
36394	10007792
36395	10007802
36396	10007784
36398	10007792
36399	10007792
36400	10007784
36401	10007792
36402	10007784
36403	10007784
36404	10007149
36405	10007802
36406	10007784
36407	10007149
36408	10007149
36409	10007784
36410	10007149
36411	10007784
36412	10007784
36431	10007784
36436	10007713
36437	10007784
36445	10007784
36446	10007784
36485	10007784
36494	10004063
36495	10007713
36496	10007784
36497	10007713
36498	10007713
36499	10007784
36500	10007713
36501	10007713
36502	10007713
36503	10007713
36504	10007784
36505	10007713
36506	10007784
36507	10007713
36508	10007713
36509	10007713
36510	10007784
36511	10007713
36512	10007713
36513	10007713
36514	10007713
36515	10007713
36516	10007713
36533	10007784
36534	10004180
36542	10007784
36601	10007792
36608	10007792
36614	10007792
36623	10007792
36651	10007760
36651	10007784
36668	10007760
36668	10007784
36750	10007657
36791	10007784
36809	10007760
36809	10007784
36837	10007784
36901	10007784
36902	10007773
36903	10007773
36904	10007784
36905	10007773
36921	10007794
36931	10007784
36974	10007759
36975	10007759
36977	10007759
36978	10007759
36979	10007759
36980	10007759
36981	10007759
36988	10007784
36996	10007759
36998	10007759
36999	10007759
37000	10007759
37001	10007759
37006	10007759
37007	10007759
37008	10007759
37013	10007759
37014	10007759
37015	10007759
37016	10007759
37017	10007759
37018	10007759
37024	10007759
37025	10007759
37173	10007792
37174	10007794
37175	10007792
37176	10007792
37177	10007792
37178	10007792
37179	10007784
37180	10007773
37181	10007773
37182	10007784
37209	10007794
37210	10007792
37211	10004078
37212	10007149
37213	10007149
37224	10007149
37225	10007149
37226	10007802
37227	10007852
37228	10007852
37229	10007149
37230	10007802
37231	10004078
37232	10007773
37233	10007773
37234	10007773
37235	10007802
37236	10007784
37237	10007796
37238	10007796
37239	10007796
37240	10007796
37241	10007802
37242	10007796
37243	10007802
37244	10007858
37244	10008574
37245	10007802
37246	10007802
37247	10007802
37248	10007802
37249	10007796
37250	10007792
37251	10007792
37263	10007802
37264	10007792
37265	10007792
37266	10007794
37267	10007796
37268	10007796
37270	10007802
37271	10007114
37272	10007796
37274	10007802
37275	10007802
37276	10007796
37277	10007802
37278	10007114
37279	10007792
37280	10007151
37281	10007792
37282	10004063
37283	10007114
37284	10007114
37285	10007802
37286	10007802
37287	10007151
37288	10007794
37289	10007114
37290	10007802
37291	10007114
37292	10007806
37293	10007802
37294	10007802
37295	10007802
37296	10007802
37297	10007773
37298	10007773
37299	10007802
37300	10007802
37301	10007151
37302	10007792
37303	10007802
37307	10007792
37308	10007792
37309	10007796
37310	10007802
37311	10007114
37312	10007806
37313	10004063
37314	10007802
37315	10007792
37316	10007779
37317	10007802
37318	10007792
37319	10007806
37326	10007796
37330	10007858
37330	10008574
37331	10007802
37339	10007792
37373	10007792
37384	10007802
37393	10007802
37404	10007802
37422	10007806
37447	10007792
37454	10007802
37455	10004063
37527	10004180
37529	10007166
37723	10007784
37724	10007784
37827	10007784
37840	10007784
37867	10007114
37969	10007796
38026	10007796
38044	10007773
38045	10007796
38046	10007114
38047	10007114
38048	10001143
38117	10007784
38182	10007114
38183	10007784
38184	10007796
38185	10007784
38201	10007784
38212	10007150
38247	10007784
38319	10007851
38320	10007852
38321	10007851
38324	10005343
38326	10005343
38327	10005343
38329	10005343
38330	10005343
38331	10005343
38334	10005343
38335	10005343
38353	10005343
38354	10005343
38355	10005343
38356	10005343
38357	10005343
38358	10005343
38359	10005343
38360	10005343
38361	10005343
38362	10005343
38363	10005343
38364	10005343
38365	10005343
38368	10005343
38369	10005343
38370	10005343
38371	10005343
38372	10005343
38373	10005343
38374	10005343
38375	10005343
38376	10005343
38377	10005343
38378	10005343
38379	10005343
38380	10005343
38381	10005343
38382	10005343
38383	10005343
38384	10005343
38385	10005343
38386	10007149
38387	10007852
38388	10005343
38389	10005343
38390	10005343
38391	10005343
38392	10005343
38393	10005343
38394	10005343
38395	10005343
38396	10005343
38397	10005343
38399	10005343
38400	10005343
38402	10005343
38403	10005343
38404	10005343
38405	10005343
38406	10005343
38407	10005343
38408	10005343
38409	10005343
38410	10005343
38411	10005343
38412	10005343
38413	10005343
38414	10005343
38415	10005343
38416	10005343
38417	10005343
38418	10005343
38419	10005343
38420	10005343
38421	10005343
38422	10007166
38423	10005343
38424	10005343
38426	10005343
38427	10005343
38428	10005343
38429	10005343
38430	10005343
38431	10005343
38432	10005343
38433	10005343
38434	10005343
38435	10005343
38436	10007773
38437	10007149
38439	10005343
38440	10005343
38441	10005343
38442	10005343
38443	10005343
38444	10005343
38445	10005343
38446	10005343
38447	10005343
38448	10005343
38449	10007149
38450	10005343
38451	10005343
38452	10005343
38453	10005343
38454	10005343
38455	10005343
38456	10005343
38457	10005343
38458	10005343
38459	10005343
38460	10004063
38461	10004180
38529	10004063
38530	10004180
38554	10007138
38578	10004063
38579	10007802
38580	10007802
38581	10007802
38582	10004180
38583	10007138
38585	10007773
38586	10007138
38627	10007138
38628	10007796
38630	10007138
38631	10007806
38632	10007784
38633	10007784
38635	10007806
38636	10007792
38684	10007792
38687	10003678
38702	10003678
38704	10007792
38713	10007792
38747	10007138
38748	10007152
38769	10004063
38776	10007138
38778	10006840
38779	10006840
38780	10006840
38781	10006840
38782	10006840
38783	10006840
38784	10006840
38785	10006840
38786	10006840
38787	10006840
38788	10006840
38789	10006840
38790	10006840
38791	10006840
38792	10006840
38793	10006840
38794	10006840
38795	10006840
38796	10006840
38797	10006840
38798	10006840
38799	10006840
38800	10006840
38801	10006840
38802	10006840
38803	10007784
38804	10007152
38805	10006840
38806	10006840
38807	10006840
38808	10006840
38809	10006840
38810	10006840
38811	10006840
38812	10006840
38813	10006840
38814	10006840
38815	10006840
38816	10006840
38817	10006840
38818	10006840
38819	10007792
38820	10007792
38821	10006840
38822	10006840
38823	10006840
38825	10006840
38826	10006840
38828	10006840
38829	10006840
38830	10006840
38831	10006840
38832	10006840
38833	10006840
38834	10006840
38837	10006840
38838	10006840
38843	10006840
38844	10006840
38845	10006840
38846	10006840
38847	10006840
38848	10006840
38849	10006840
38850	10006840
38851	10006840
38853	10006840
38854	10006840
38856	10006840
38857	10006840
38858	10006840
38860	10006840
38861	10006840
38862	10006840
38863	10004180
38864	10006840
38866	10006840
38867	10006840
38868	10006840
38869	10006840
38870	10006840
38871	10006840
38872	10006840
38873	10006840
38874	10006840
38875	10006840
38877	10006840
38878	10006840
38879	10006840
38880	10006840
38881	10006840
38882	10006840
38883	10004063
38884	10006840
38885	10006840
38886	10006840
38887	10006840
38888	10006840
38889	10006840
38890	10006840
38891	10006840
38892	10006840
38893	10006840
38894	10006840
38895	10006840
38896	10006840
38897	10006840
38898	10006840
38899	10006840
38900	10006840
38901	10006840
38902	10006840
38903	10006840
38904	10006840
38905	10006840
38906	10006840
38907	10006840
38908	10006840
38909	10006840
38910	10006840
38911	10006840
38912	10006840
38913	10006840
38914	10006840
38916	10006840
38917	10006840
38918	10006840
38963	10007802
38964	10007792
38965	10007802
38966	10007806
38967	10007802
38968	10007792
38969	10007792
38971	10007138
38972	10007806
38994	10004113
39013	10006022
39024	10006022
39043	10004180
39044	10007784
39045	10006022
39053	10004113
39067	10003678
39068	10007806
39088	10004180
39089	10007138
39090	10003678
39091	10007796
39092	10007138
39093	10006022
39094	10007138
39095	10006842
39119	10007792
39120	10004113
39121	10007802
39122	10007149
39123	10007802
39124	10007792
39125	10007792
39126	10007149
39127	10007802
39138	10003678
39180	10003678
39203	10004113
39230	10007802
39231	10007796
39232	10007796
39233	10007802
39234	10007802
39235	10004113
39236	10007802
39327	10007796
39328	10007802
39329	10007802
39330	10007802
39331	10007802
39332	10004180
39333	10004180
39334	10007802
39335	10004180
39336	10004180
39337	10004180
39338	10004180
39339	10004180
39363	10007802
39364	10007802
39365	10000886
39366	10007822
39367	10007852
39425	10005561
39426	10005561
39427	10003957
39555	10007792
39750	10007784
39751	10007784
39752	10007784
39753	10000886
39753	10007806
39754	10000886
39754	10007806
39755	10000886
39755	10007806
39756	10007162
39757	10000886
39758	10000886
39759	10000886
39760	10000886
39763	10000886
39765	10000886
39766	10000886
39767	10000886
39768	10000886
39769	10000886
39770	10000886
39771	10000886
39772	10000886
39773	10000886
39774	10007792
39775	10007792
39776	10007792
39777	10007792
39778	10007162
39779	10007792
39780	10007792
39781	10007792
39782	10007792
39783	10007792
39784	10007792
39785	10007792
39786	10000886
39787	10004063
39788	10000886
39789	10000886
39790	10007806
39791	10000886
39792	10000886
39793	10000886
39794	10000886
39795	10000886
39797	10007802
39798	10007792
39799	10007164
39800	10007154
39801	10007154
39802	10007154
39803	10007154
39804	10007154
39805	10007154
39806	10007154
39807	10007154
39808	10007154
39809	10007154
39810	10007164
39811	10007164
39812	10007162
39813	10007164
39814	10007792
39815	10007164
39816	10004113
39817	10007164
39818	10007792
39820	10005500
39821	10007792
39823	10005500
39824	10007164
39825	10007806
39826	10007162
39827	10007164
39828	10007164
39829	10007802
39831	10007806
39832	10007164
39854	10007164
39855	10007784
39864	10007164
39882	10007162
39883	10004063
39890	10007164
39896	10007164
39907	10004113
39927	10007162
39938	10007154
39939	10007154
39940	10007154
39941	10007154
39942	10007154
39943	10007154
39944	10007784
39945	10007154
39963	10007138
39969	10007138
39982	10007802
40124	10007784
40125	10007154
40126	10007154
40127	10007154
40144	10007786
40145	10007786
40146	10007786
40147	10007786
40148	10007786
40149	10007786
40150	10007786
40151	10007786
40152	10007786
40165	10007786
40166	10007786
40167	10007786
40168	10007786
40169	10007786
40170	10007786
40171	10007786
40172	10007786
40173	10007786
40174	10007786
40175	10007786
40188	10007786
40189	10007786
40190	10007786
40191	10007786
40192	10007786
40193	10007786
40194	10007786
40195	10007786
40207	10007786
40208	10007786
40209	10007786
40210	10007786
40211	10007786
40212	10007786
40213	10007786
40221	10007786
40222	10007786
40224	10007786
40226	10007786
40233	10007786
40234	10007786
40235	10007786
40236	10007786
40237	10007786
40238	10007786
40239	10007786
40240	10007786
40243	10007786
40244	10007786
40245	10007786
40246	10007786
40247	10007786
40248	10007786
40249	10007786
40250	10007786
40251	10007786
40252	10007786
40255	10007786
40256	10007786
40257	10007786
40258	10007786
40265	10007786
40270	10007786
40271	10007786
40273	10007786
40274	10007786
40275	10007786
40276	10007786
40277	10007786
40278	10007786
40279	10007786
40280	10007786
40281	10007145
40282	10007786
40283	10007786
40284	10007786
40285	10007786
40286	10007786
40287	10007786
40288	10007786
40290	10007786
40291	10007786
40292	10007786
40293	10007786
40294	10007786
40295	10007786
40296	10007786
40297	10007786
40298	10007786
40299	10007786
40300	10007786
40301	10007786
40302	10007786
40303	10007786
40304	10007786
40305	10007786
40306	10007786
40307	10007786
40308	10007786
40309	10007786
40310	10007786
40311	10007786
40312	10007786
40313	10007786
40314	10007786
40315	10007786
40316	10007786
40317	10007786
40318	10007786
40319	10007786
40320	10007786
40321	10007786
40322	10007786
40323	10007786
40324	10007786
40325	10007786
40326	10007786
40328	10007786
40329	10007162
40330	10007160
40331	10007786
40332	10007786
40333	10007786
40334	10007786
40335	10007786
40336	10007786
40337	10007786
40339	10007786
40340	10007786
40342	10003678
40343	10003678
40344	10007794
40345	10007138
40346	10007794
40347	10007162
40348	10008026
40349	10007162
40350	10001143
40351	10007159
40352	10008026
40353	10001143
40354	10007152
40355	10007162
40356	10007152
40357	10004063
40358	10007152
40359	10001143
40360	10001143
40362	10007794
40363	10007159
40365	10007152
40366	10007152
40367	10007159
40368	10007138
40369	10007151
40370	10004063
40371	10004113
40372	10001143
40373	10007151
40374	10007159
40375	10007162
40376	10007794
40377	10007159
40378	10007152
40379	10007152
40380	10007152
40381	10004063
40382	10007152
40383	10007794
40384	10004063
40387	10007152
40388	10007152
40390	10004063
40391	10007792
40392	10007802
40393	10000886
40393	10007806
40394	10004063
40395	10007802
40396	10007802
40397	10004180
40398	10001143
40399	10001143
40400	10007806
40401	10007760
40401	10007784
40402	10007784
40403	10007152
40404	10007152
40405	10007784
40406	10007784
40407	10007796
40408	10007784
40409	10004063
40410	10007784
40412	10003678
40437	10003678
40438	10003678
40439	10007794
40440	10007784
40441	10007778
40442	10007152
40443	10006566
40444	10007802
40445	10007796
40485	10007802
40494	10007152
40505	10007794
40517	10007160
40520	10007160
40521	10007160
40522	10007160
40523	10007160
40524	10007160
40525	10007160
40526	10007784
40527	10007160
40528	10007160
40529	10007160
40530	10007160
40531	10007160
40532	10007160
40533	10007160
40534	10007160
40535	10007160
40536	10007160
40537	10007160
40538	10007160
40539	10007160
40540	10007152
40541	10007160
40543	10007160
40544	10007160
40545	10007152
40546	10007160
40547	10007160
40548	10007160
40549	10007160
40550	10007160
40551	10007160
40552	10007160
40554	10007160
40555	10007160
40556	10007160
40557	10007160
40558	10007784
40559	10007160
40560	10007796
40561	10007160
40562	10007160
40563	10007160
40564	10007160
40565	10007160
40566	10007160
40567	10007160
40568	10007160
40569	10007160
40570	10007160
40571	10007152
40572	10007160
40573	10007160
40574	10007160
40575	10007160
40576	10007160
40577	10007160
40578	10007160
40579	10007160
40580	10007160
40581	10007160
40582	10001143
40583	10007160
40584	10006841
40585	10001143
40586	10001143
40587	10007164
40588	10001143
40589	10001143
40590	10001143
40591	10001143
40592	10001143
40593	10007784
40594	10001143
40595	10007796
40596	10007784
40597	10007784
40598	10003678
40599	10003678
40629	10003678
40639	10004063
40666	10007152
40672	10007152
40687	10007796
40701	10007784
40760	10007767
40787	10007164
40788	10007164
40789	10007164
40790	10004063
40791	10007164
40792	10007164
40803	10007164
40808	10007164
40823	10007164
40828	10007164
40842	10007164
40849	10007164
40859	10007164
40860	10007164
40901	10007164
40905	10007796
40910	10007164
40911	10004063
40916	10007164
40931	10007784
40934	10001143
40935	10001143
40936	10007794
40937	10007784
40938	10007806
40939	10007794
40993	10000291
40998	10007154
40999	10007154
41000	10007154
41001	10007154
41002	10007154
41003	10007154
41004	10007154
41005	10007154
41006	10007154
41007	10007154
41008	10007154
41009	10007796
41010	10004063
41011	10007794
41013	10006841
41024	10007794
41033	10004063
41046	10007806
41074	10003678
41117	10004063
41118	10003678
41119	10007794
41120	10007144
41121	10007848
41122	10007848
41123	10007144
41125	10007784
41126	10007144
41127	10007796
41128	10007144
41129	10007858
41130	10007794
41131	10007796
41132	10007796
41133	10007796
41134	10007796
41135	10007139
41136	10007794
41137	10007784
41138	10007794
41139	10007794
41140	10007796
41141	10007794
41142	10007794
41143	10004180
41144	10007794
41145	10003957
41146	10007794
41147	10007794
41149	10007144
41150	10007144
41151	10007144
41152	10007794
41153	10007794
41154	10007794
41155	10007794
41156	10007794
41157	10003645
41158	10003645
41159	10003645
41160	10003645
41161	10003645
41162	10003645
41163	10003645
41164	10003645
41165	10003645
41166	10003645
41167	10003645
41168	10003645
41169	10003645
41170	10003645
41171	10003645
41172	10003645
41173	10003645
41174	10003645
41175	10003645
41176	10003645
41177	10003645
41178	10003645
41179	10003645
41180	10003645
41181	10003645
41182	10003645
41183	10003645
41184	10003645
41185	10003645
41186	10003645
41187	10003645
41188	10003645
41190	10003645
41191	10003645
41192	10003645
41193	10003645
41194	10003645
41195	10003645
41196	10003645
41197	10003645
41198	10003645
41199	10003645
41200	10003645
41201	10003645
41202	10003645
41203	10003645
41204	10003645
41205	10003645
41206	10003645
41207	10003645
41208	10003645
41209	10003645
41210	10003645
41211	10003645
41212	10003645
41213	10003645
41214	10003645
41215	10003645
41216	10003645
41217	10003645
41218	10003645
41219	10003645
41220	10003645
41221	10003645
41222	10003645
41223	10003645
41225	10003645
41227	10003645
41228	10003645
41229	10003645
41231	10003645
41232	10003645
41233	10003645
41234	10003645
41235	10003645
41236	10003645
41237	10003645
41238	10003645
41239	10003645
41240	10003645
41241	10003645
41242	10003645
41243	10003645
41244	10003645
41245	10003645
41246	10003645
41247	10003645
41248	10003645
41252	10003645
41255	10003645
41257	10003645
41258	10003645
41259	10003645
41260	10003645
41261	10003645
41262	10003645
41263	10003645
41264	10003645
41265	10003645
41266	10003645
41267	10003645
41268	10003645
41269	10003645
41270	10003645
41271	10003645
41272	10003645
41273	10003645
41274	10003645
41275	10003645
41276	10003645
41277	10003645
41278	10003645
41279	10003645
41280	10003645
41281	10003645
41282	10003645
41283	10003645
41284	10003645
41285	10003645
41286	10003645
41287	10003645
41288	10003645
41289	10003645
41290	10003645
41291	10003645
41292	10003645
41293	10003645
41294	10003645
41295	10003645
41296	10003645
41297	10003645
41298	10003645
41299	10003645
41300	10003645
41301	10003645
41302	10003645
41303	10003645
41304	10003645
41306	10003645
41307	10003645
41308	10003645
41309	10003645
41310	10003645
41311	10003645
41312	10003645
41313	10003645
41314	10003645
41315	10003645
41316	10003645
41317	10003645
41318	10003645
41439	10007784
41440	10007784
41441	10003956
41442	10003956
41444	10007771
41445	10007784
41446	10007771
41447	10004113
41448	10007771
41449	10007152
41450	10007771
41451	10007771
41452	10007771
41453	10007784
41454	10007771
41455	10007771
41456	10007771
41457	10007784
41458	10007771
41459	10007771
41460	10007771
41461	10007771
41462	10007784
41463	10007771
41487	10007784
41488	10007771
41489	10007858
41490	10007771
41506	10007784
41517	10007771
41518	10007796
41523	10007806
41532	10007771
41548	10007771
41554	10007144
41555	10007806
41565	10007771
41583	10007796
41586	10007771
41588	10007760
41588	10007784
41599	10007114
41600	10007855
41605	10007771
41611	10007792
41637	10004063
41638	10007806
41639	10007151
41640	10007760
41640	10007784
41641	10004063
41642	10007806
41643	10007806
41644	10004113
41645	10004113
41647	10007806
41798	10007784
41810	10007144
41826	10007784
41827	10003324
41828	10007144
41839	10007784
41842	10007784
41870	10007784
41871	10007800
41872	10004063
41873	10003324
41874	10007144
41875	10007784
41876	10003324
41877	10007800
41878	10007784
41886	10003324
41914	10004063
41927	10003324
41981	10003324
42005	10003324
42006	10003324
42007	10003324
42008	10007144
42009	10007144
42010	10003324
42011	10007784
42012	10003956
42013	10003324
42014	10003324
42015	10004063
42016	10007759
42017	10004113
42018	10004063
42029	10003956
42066	10003956
42079	10007854
42080	10007854
42081	10004113
42082	10007856
42082	10007857
42083	10007856
42083	10007857
42084	10007856
42084	10007857
42085	10007856
42085	10007857
42086	10007856
42086	10007857
42087	10007856
42087	10007857
42088	10007856
42088	10007857
42089	10007856
42089	10007857
42090	10007856
42090	10007857
42091	10007856
42091	10007857
42092	10007856
42093	10007856
42094	10007856
42095	10007856
42099	10007856
42100	10007856
42101	10007856
42102	10007856
42103	10007856
42107	10007856
42108	10007856
42109	10003678
42110	10007856
42111	10007856
42112	10007856
42113	10007856
42114	10007856
42115	10007856
42116	10007856
42119	10007856
42120	10007856
42121	10007856
42122	10007856
42123	10007856
42124	10007856
42125	10007856
42126	10007856
42127	10007856
42128	10007856
42129	10007856
42130	10007856
42133	10003678
42134	10007165
42135	10003678
42136	10007165
42138	10004078
42139	10007165
42140	10007784
42141	10003270
42142	10003270
42143	10003270
42144	10003270
42145	10003270
42146	10003270
42147	10003270
42148	10003270
42149	10003270
42150	10003270
42151	10003270
42152	10003270
42153	10003270
42154	10003270
42155	10003270
42156	10003270
42157	10003270
42158	10003270
42159	10003270
42160	10003270
42161	10003270
42162	10003270
42163	10003270
42164	10003270
42165	10003270
42166	10003270
42167	10003270
42168	10003270
42169	10003270
42170	10003270
42171	10003270
42172	10003270
42173	10003270
42174	10003270
42175	10003270
42176	10003270
42177	10003270
42178	10003270
42179	10003270
42180	10003270
42181	10003270
42182	10003270
42183	10003270
42184	10003270
42185	10003270
42186	10003270
42187	10003270
42188	10003270
42189	10003270
42190	10003270
42191	10003270
42192	10003270
42193	10003270
42194	10003270
42195	10003270
42196	10003270
42197	10003270
42198	10003270
42199	10003270
42200	10003270
42201	10003270
42202	10003270
42203	10003270
42204	10003270
42205	10003270
42206	10003270
42207	10003270
42208	10003270
42209	10003270
42210	10003270
42211	10003270
42212	10003270
42213	10003270
42214	10003270
42215	10003270
42216	10003270
42217	10003270
42218	10003270
42219	10003270
42220	10003270
42221	10003270
42222	10003270
42223	10003270
42224	10003270
42225	10003270
42226	10003270
42227	10003270
42228	10003270
42229	10003270
42230	10003270
42231	10003270
42232	10003270
42233	10003270
42234	10003270
42235	10003270
42236	10003270
42237	10003270
42238	10003270
42239	10003270
42240	10003270
42241	10003270
42242	10003270
42243	10003270
42244	10003270
42245	10003270
42246	10003270
42247	10003270
42248	10003270
42249	10003270
42250	10003270
42251	10003270
42253	10003270
42254	10003270
42255	10003270
42256	10003270
42257	10003270
42258	10003270
42259	10003270
42260	10003270
42262	10003270
42264	10003270
42265	10003270
42266	10003270
42267	10003270
42268	10003270
42269	10003270
42270	10003270
42271	10003270
42272	10003270
42273	10003270
42274	10003270
42275	10003270
42276	10003270
42277	10003270
42279	10003270
42280	10007166
42281	10007166
42282	10007784
42283	10007144
42284	10007164
42285	10007805
42286	10007805
42287	10007805
42288	10007805
42289	10007805
42290	10007805
42291	10007805
42292	10007805
42293	10007805
42294	10007805
42295	10007794
42295	10007805
42296	10007794
42296	10007805
42297	10007794
42297	10007805
42298	10007794
42298	10007805
42300	10007794
42300	10007805
42301	10007794
42301	10007805
42302	10007794
42302	10007805
42303	10007805
42304	10007805
42305	10007805
42306	10007805
42307	10007792
42314	10007805
42315	10007805
42316	10007805
42317	10007805
42318	10007805
42319	10007805
42320	10007805
42326	10007805
42327	10007805
42328	10007805
42329	10007805
42330	10007805
42331	10007805
42332	10007805
42333	10007805
42334	10007805
42335	10007805
42336	10007805
42337	10007805
42338	10007805
42339	10007805
42340	10007805
42346	10007805
42347	10007805
42348	10007805
42349	10007805
42350	10007805
42351	10007805
42352	10007805
42353	10007805
42354	10007805
42355	10007805
42356	10007805
42357	10007805
42358	10007805
42360	10007805
42361	10007805
42362	10007805
42363	10007164
42364	10007805
42365	10007805
42366	10007805
42370	10007805
42371	10007805
42372	10007805
42373	10007805
42374	10007805
42375	10007805
42376	10007805
42377	10007805
42378	10007805
42379	10007805
42380	10007805
42381	10007805
42382	10004048
42383	10004048
42384	10000824
42385	10007793
42385	10007854
42385	10007858
42386	10007164
42388	10007793
42388	10007854
42388	10007858
42389	10007164
42390	10007792
42391	10007793
42391	10007854
42391	10007858
42392	10004113
42393	10004113
42394	10007164
42395	10004113
42396	10004113
42398	10007796
42399	10007796
42400	10007796
42401	10007164
42434	10007796
42435	10004180
42436	10000571
42437	10000571
42438	10007796
42439	10004113
42440	10007800
42441	10007800
42442	10004063
42443	10006566
42444	10004113
42445	10007164
42446	10006566
42447	10007164
42449	10004063
42450	10006566
42451	10007164
42452	10007796
42491	10003678
42511	10007144
42512	10003678
42513	10007144
42514	10003678
42553	10007164
42554	10007784
42574	10007164
42575	10007151
42576	10007796
42577	10007785
42578	10006566
42579	10006566
42580	10007771
42605	10007784
42607	10006566
42608	10006566
42609	10006566
42610	10006566
42634	10002718
42635	10005523
42636	10003956
42637	10007796
42638	10003956
42639	10007796
42640	10007796
42641	10007849
42642	10007784
42643	10000571
42644	10000571
42645	10000571
42646	10002718
42647	10002718
42648	10002718
42649	10002718
42650	10002718
42651	10002718
42652	10002718
42653	10000571
42654	10007139
42656	10002718
42657	10007800
42658	10002718
42659	10002718
42660	10007800
42661	10007800
42662	10007800
42663	10002718
42664	10002718
42665	10002718
42667	10002718
42668	10002718
42669	10002718
42670	10007792
42671	10007784
42672	10000571
42673	10004775
42744	10004775
42745	10000571
42746	10000571
42747	10002718
42748	10002718
42749	10000571
42750	10000571
42751	10002718
42752	10006842
42753	10002718
42754	10002718
42755	10007144
42756	10007144
42757	10002718
42758	10002718
42759	10002718
42760	10007144
42761	10007144
42762	10007144
42763	10007144
42764	10002718
42765	10002718
42766	10002718
42767	10007144
42768	10007144
42770	10007780
42771	10007780
42773	10003956
42774	10003956
42775	10007780
42776	10007780
42777	10007780
42778	10007780
42779	10007780
42780	10007780
42781	10007780
42782	10007780
42783	10003958
42783	10006842
42784	10007780
42785	10007780
42786	10007780
42787	10007780
42788	10007780
42789	10007780
42790	10007780
42791	10007780
42792	10007780
42793	10007780
42794	10007780
42795	10007780
42796	10007780
42797	10007780
42798	10007780
42799	10007780
42800	10007780
42801	10007780
42802	10007166
42860	10000291
42861	10007802
42894	10000291
42895	10000571
42896	10000571
42906	10000975
42955	10000824
42956	10007802
42957	10002718
42958	10007800
42959	10000824
42960	10007802
42978	10007161
42983	10007158
42984	10007158
42985	10007158
42986	10007158
42990	10007158
42992	10007158
42993	10007158
42994	10007158
42996	10007158
42997	10007158
42998	10007158
42999	10007158
43000	10000824
43001	10007158
43002	10007158
43006	10004180
43011	10007158
43012	10007158
43013	10007158
43014	10007158
43015	10007158
43016	10007158
43050	10007802
43069	10007158
43070	10007158
43071	10007784
43072	10007158
43073	10007158
43074	10007158
43075	10007158
43076	10007158
43077	10007158
43078	10007158
43079	10007158
43092	10007158
43093	10007158
43120	10007800
43121	10007784
43122	10007784
43144	10000824
43145	10007791
43159	10007785
43164	10007784
43172	10007159
43185	10007785
43186	10007784
43187	10000824
43188	10007784
43190	10007159
43191	10000824
43192	10000824
43193	10007796
43194	10007785
43195	10007159
43196	10000824
43197	10007791
43199	10000824
43200	10007850
43201	10007850
43202	10007850
43203	10007850
43204	10007850
43205	10007850
43206	10007850
43207	10007850
43208	10007850
43209	10007850
43210	10007850
43211	10007850
43212	10007850
43213	10007850
43214	10007850
43215	10007850
43216	10007850
43217	10007850
43218	10007850
43219	10007850
43220	10007850
43221	10004180
43222	10007850
43223	10007850
43224	10007850
43226	10007850
43227	10007850
43228	10007850
43229	10007850
43230	10007850
43231	10007850
43232	10007850
43233	10007850
43234	10007850
43235	10007850
43236	10007791
43237	10007850
43238	10007850
43239	10007850
43240	10007850
43241	10007850
43242	10007850
43243	10007850
43244	10007850
43245	10007850
43246	10007850
43247	10007850
43248	10007850
43249	10007850
43250	10007850
43251	10007850
43252	10007850
43253	10007850
43254	10007850
43255	10007850
43256	10004113
43257	10007850
43258	10007850
43259	10007850
43261	10007783
43262	10007783
43263	10007783
43264	10007783
43265	10007783
43266	10007783
43267	10007783
43268	10007783
43269	10007783
43270	10007783
43271	10007783
43272	10007783
43273	10007783
43274	10007783
43275	10007783
43276	10000824
43280	10007783
43281	10007783
43282	10007783
43283	10007783
43284	10007783
43285	10007783
43286	10007783
43288	10007783
43290	10007783
43291	10007783
43294	10007783
43295	10007783
43296	10007783
43297	10007783
43298	10007783
43299	10007783
43300	10007783
43305	10007783
43306	10007783
43307	10007783
43308	10000824
43313	10007783
43314	10007783
43315	10007783
43318	10007791
43321	10007783
43322	10000824
43323	10007783
43324	10007783
43331	10007783
43332	10007783
43333	10007783
43334	10007783
43335	10007783
43339	10007783
43341	10007783
43342	10007783
43343	10007783
43346	10007783
43347	10007783
43348	10007783
43349	10007783
43350	10007783
43351	10007783
43352	10007783
43354	10007783
43355	10007783
43356	10007783
43357	10007783
43358	10007783
43359	10007783
43360	10007783
43361	10007783
43362	10007783
